Content,is_pos,is_serv,is_product,is_price,is_env
汉堡里的鸡块怎么都干吧了？？什么玩意？剩的？几天了,-1,,-1,,
备注了可乐不加冰。这大冷天的，一半冰想怎的.能长点心么,-1,-1,,,
配送很快就送到，下单二十分左右就收到货，非常满意。,1,1,,,
贵了点，比其它家汉堡价格偏高，,-1,,,-1,
可以大赞，无可挑剔,1,,,,
都很好都很好都很好！,1,,,,
菜都没给放，搞得食欲都没有了,-1,,-1,,
少一份魔法鸡块打电话老是不接,-1,-1,,,
很好，送货也比较快,1,1,,,
可以&nbsp;很久没吃了&nbsp;味道不错,1,,1,,
#南洋鸡肉脆皮卷#,1,,,,
不错，骑手速度很快。,1,1,,,
快，满意，吃着很开心。,1,,1,,
还不错，不常吃不做评价,1,,,,
味道可以，下次继续光顾,1,,1,,
还可以 不错………,1,,,,
非常满意，味道不错\n\n\n,1,,,,
味道不错就是太贵了,-1,,1,-1,
和图片不一样，难吃,-1,,-1,,
鸡腿有点太干了，不嫩,-1,,-1,,
我要鱿鱼，给我虾，好吧，我吃吧，味道也不差，但我确实是因为鱿鱼点的这个,-1,-1,1,,
#咖喱脆皮鸡腿饭##黄金Q虾堡##椰蓉蝴蝶虾##6.6秒杀香辣鸡翅#,1,,,,
辛苦啦#超级鸡腿堡(原味)#,1,,,,
味道还是一如既往的好，只是饭凉了 ，不过骑手态度还是不错的 ,-1,1,-1,,
#超级鸡腿堡(原味)#怎么比店里的小呢？,-1,,-1,,
蛮好吃，就是米饭有点少，不饱,-1,,-1,,
挺好，小伙子轻快，比预想的早十来分送到，大冷天早点回家休息哇。,1,1,,,
#孜然鸡柳/7根#非常好#鲜蔬脆鸡堡#很美味??服务很好,1,1,,,
东西不错;还给送餐巾纸的;卖家真好,1,1,,,
要的虾堡，结果送的鸡肉，孩子不爱吃，失败,-1,,-1,,
还行     就是量太少了,-1,,-1,,
吃的都凉了，没有包装盒，就用纸包的，东西都瘪了，菜叶也不好，味道一般，鸡肉炸的干了，汉堡特小，不实惠，失望了,-1,-1,-1,,
#照烧鸡腿饭#有吸管 问题是没喝的，哈哈??,-1,-1,,,
好好好满减活动很优惠,1,,,1,
今天竟然没有南洋鸡肉卷和薯条，选了原味还有点辣,-1,,-1,,
#鲜蔬脆鸡堡#里面都凉的,-1,,-1,,
玉米杯超级垃圾，里面玉米都是坏的，玉米芯都黑了,-1,,-1,,
汉堡小，包装差，竟然纸巾都不带，味道一般般，送过来稍微有点热气，有图有真相，自己看吧！送来就这美样！,-1,-1,-1,,
薯条要的大薯快赶上小薯了,-1,,-1,,
超好吃很实惠的哦,1,,1,1,
包装压扁还有水。。。,-1,,-1,,
不错，还会支持的，主要方便,1,1,,,
很好很好好好好好,1,,,,
我要的菠萝鸡腿堡给我送的双鸡堡,-1,-1,,,
凉了，跟照片不一样,-1,,-1,,
#德克士鸡块/6块#好吃,1,,,,
买的脆皮炸鸡，结果回来跟图片也不一样，只是一个鸡腿，还说脆皮炸鸡有的是鸡块有的是鸡腿，以前买的回来都是鸡块，也没给标示清楚，无语了，差评,-1,-1,,,
你确定这不是手抓饼？,-1,,-1,,
好吃，宝贝很喜欢这个口味！卡兹薯霸最爱??,1,,1,,
我就纳闷了 我要的套餐 鸡翅呢？突然给我换薯条 。也不联系我，什么**鬼 。给**这么多薯条 干**。,-1,-1,,,
#辣味超级鸡腿堡餐#肉特别小，菜也比其他汉堡小,-1,,-1,,
以前可爱吃手枪腿了，觉得美味多汁。现在德克士堕落了，再也没买到过美味多汁的手枪腿。汉堡里的肉也是干瘪的，沙拉酱也放的越来越少。吃手枪腿吃里边的肉的时候还吃出来一根头发，在肉里边插着。本来想拍个照的，结果不小心给拔出来了。不是拿下来的，是拔出来的。一直把德克士当做大品牌，如今和路边的小汉堡店一个水平。前几年每次去人都不少，要排队。现在很少见到里面人多了。,-1,,-1,,
两个鸡翅，却有一个是翅根，我相信你是装错了,-1,-1,,,
套餐里的鸡翅变成了薯条，没提前沟通。炸鸡都糊了。,-1,,-1,,
不知道到底是骑手路上喝了还是商家就是接了这么点，真心不敢喝。凭良心说话，东西到手之后就发现了，若是我动过我喝水呛死。商家不负责任一句话顶死，说下次补给一杯。我为了喝杯可乐点了个套餐，现在来这么一句，就这样的态度还想有下次，别做梦了。,-1,-1,,,
#菠萝鸡腿堡餐#没有辣翅，#双层脆鸡大大堡套餐#没有柠檬C#南洋鸡肉卷#这个给我打电话说明了就算了。\n多了个薯条，最讨厌吃。少两样东西合适吗。,-1,-1,-1,,
#咖喱鸡排饭#大米饭不好，而且鸡蛋放在那，少了很多大米饭，大米饭不像其他店的白白的，我吃的不像新鲜大米，像是剩饭！#小食拼盘D#德克士鸡块也是一样，像是剩的，微波炉加热一样！,-1,,-1,,
我的鸡排饭怎么小了那么多,-1,,-1,,
南洋鸡肉卷居然是手抓饼？？,-1,,-1,,
#南洋鸡肉脆皮卷#的包装不能放微波炉。。我这里不太好找，骑手辛苦了。,1,1,,,
味道没什么问题，说好的发票，结果送来的是地税的餐饮发票,-1,-1,,,
不太实惠…小贵ee,-1,,,-1,
#辣味脆皮炸鸡#？？？？点了两份，就一个鸡块一个鸡腿，鸡块吃了几口就不想吃了。。没有辣粉就算了，不知道的还以为是腊鸡肉呢。。。太咸了。。就这样还12块钱一个。。真的太太太太太太咸了。以前味道还好，以后再也不会买德克士了,-1,,-1,-1,
一股刺鼻的膳味，想吐的感觉,-1,,-1,,
送餐很快，可是炸鸡我就纳闷了，真心下不去口，不知道是咋糊了还是怎样？怎么黑黑的，我都没吃，一直掰开来看……,-1,,-1,,
能及时查漏补缺，服务不错。,1,1,,,
速度还可以  比较快,1,1,,,
超值脆皮炸鸡感觉味道怪怪的，搞得我不敢吃！,-1,,-1,,
鸡肉饭变了，卖相和口感都不如以前,-1,,-1,,
这鱿鱼13块钱。五根！我去！其它还好。反正鱿鱼大家别买了。,-1,,-1,-1,
一个多小时下可以到浠水，上可以到安徽，左可以到蕲春，右可以到罗田，就是到不了我这里。,-1,-1,,,
小姐姐找不到我的地址哈哈哈哈哈哈真尴尬。还没有吃不过真的好便宜啊！！！,-1,-1,,1,
味道不错 送货也很快,1,1,1,,
一碗熟的一碗生的？？？,-1,,-1,,
特别好！孩子喜欢,1,,,,
配送快递的小兄弟 ，人非常好！小小年纪自力更生！靠双手劳动！五星好评！,1,1,,,
配送的速度真是龟速！还把我的饮料弄泼了,-1,-1,,,
非常满意，服务好，给骑手一百个赞,1,1,,,
看着就有食欲   就很好吃  还有优惠  很不错  如果能有点小青菜就更好了\n,-1,,-1,,
汉堡里的肉没熟，还是头一次碰到#脆皮鸡腿堡#,-1,,-1,,
没纸，可乐也变啦味，蔬菜也不新鲜,-1,-1,-1,,
手枪腿味道好怪  一股酸味,-1,,-1,,
#香辣鱿鱼饭+中杯可乐##酱烧肥牛饭餐（汤）##孜然鸡柳#都挺好 ,1,,,,
鸡腿太老了，都快咬不动了。,-1,,-1,,
味道可以，经常点，咖喱饭特好吃,1,,1,,
真的很一般，饭硬，鱿鱼没熟，很失望。,-1,,-1,,
鸡肉卷的饼皮变了好难吃 和图片也不一样 就是普通的鸡肉卷 里面还是又甜又辣的酱 以后再也不买了,-1,,-1,,
点的跟送的不一样#南洋鸡肉卷#送的脆皮鸡肉卷是什么东西，难吃死了,-1,,-1,,
口味很好#香辣鱿鱼饭+中杯可乐##孜然鸡柳#,1,,1,,
我点的奶茶送成了咖啡还是怎么的，好苦,-1,,-1,,
喜欢鱿鱼饭，那个鸡肉卷为什么换了一种饼皮，又硬又油的。,-1,,-1,,
分量还挺多的，不过收到的时候薯条都软了，送的糖醋酱撕不开，其他的都还可以。,-1,,-1,,
不行时，都是现的，中间的肉简直不想说。,-1,,-1,,
脆皮鸡退煲套餐？写的脆皮炸鸡两个，一对辣翅。我就没看见有两个脆皮炸鸡。一个都没！,-1,-1,,,
咖喱饭贼好吃鱿鱼饭也还行，有一点不好就是可乐居然加了冰！这大冷天的，不过谢谢外卖小哥了,-1,-1,,,
菠萝鸡腿汉堡超级难吃，跟以前买的味道差太远，菠萝不新鲜一股酒味，鸡肉也一股怪味！不满意,-1,,-1,,
 #咖喱脆皮鸡排饭#孩子一直喜欢吃这个#嘻哈哈肥牛卷#初次尝试，还不错,1,,,,
#么么哒脆鸡球#比起第一次。这次个大了点,1,,1,,
送货快，味道赞????赞,1,1,1,,
垃圾，酱料一滴不剩全洒了,-1,-1,,,
#鲜萃柠檬饮超大杯#跟十块钱的那个毫无差距，不知道多花两块钱的意义是什么。,-1,,,-1,
没有调料包，可乐没吸管，汉堡冰箱里拿出来的！,-1,-1,,,
米饭每次都太凉太硬，吃了胃疼，希望热点,-1,,-1,,
米饭太凉，太硬！其他还可以！,-1,,-1,,
好评,1,,,,
#咖喱脆皮鸡排饭#咖喱给的越来越少了,-1,,-1,,
就是有根头发  下次注意吧,-1,,-1,,
就是我的没有辣味#至尊脆皮鸡腿堡#,-1,,-1,,
为啥没吸管捏？嗯？,-1,-1,,,
味道不错，孩子很喜欢,1,,,,
儿子说菠萝鸡腿堡比肯德基的好吃,1,,1,,
里边有头发#咔滋薯霸（中）#,-1,,-1,,
超级好吃呀，味道很好，很脆,1,,1,,
咖喱脆皮鸡排饭，给的烫料太少，吃起来干巴噎人，鸡块说是六个，打开一看是五个，有一块鸡皮难道也定几块吗？连个叉子都没带！！,-1,-1,-1,,
订单要了两份鸡块，一份橙汁，鸡块只发了一份，橙汁也没有吸管，打电话都打了好几个也不接，生意好也不能这么对待顾客啊！,-1,-1,,,
什么玩应？鸡排那么小，没有玉米青豆也就算了，连餐具也没有啥意思？我出门在外住的公寓，啥啥都没有，你让我咋吃！垃圾！啥破玩应啊！,-1,,-1,,
服务超级赞，点赞??，一份6个少了个又特意跑来，赶紧,1,1,,,
送货及时，快捷方便,1,1,,,
送货快，非常好，好评……,1,1,,,
#咖喱脆皮鸡腿饭餐#吃着很爽#美年达（大）#分量确实很大,1,,1,,
就是把奶茶弄成了咖啡味的，,-1,-1,,,
很好吃！经常观顾的！味道不错！??????,1,,1,,
肥牛卷不好吃。。,-1,,-1,,
味道很好，一如既往的支持！,1,,1,,
骑手服务好，味道也好,1,1,1,,
棒棒的哒！送餐也特别快，服务特别好！,1,1,,,
按今天吃的口味来评价我不知道德克士是怎么成为快餐行业巨头的，真不怎么样  牛肉卷吃着太腻味了  肥牛堡味道也不咋样 ，第一次买  还真不如华莱士和麦克斯的,-1,,-1,,
味道不错的，有点好吃。,1,,1,,
辣的和不辣的包装一样！分不清，希望以后可以标注一下！,-1,-1,,,
鸡翅怎么少一块！！！,-1,-1,,,
十点多入住唐宫  两个孩子都吵着饿饿饿\n外面还下着雨 黑黑的  出去吃夜宵也不方便  还好有美团  美团外卖也很及时  还提前打电话 ,1,1,,,
肥牛饭炒糊了！苦死了！#肥牛饭#,-1,,-1,,
玉米杯都是酸的，明显不是现做的，不知道放了几天，已经扔进垃圾桶里了，要不是美团配送员有些年迈我就让他把东西拿回去让你们尝尝了！,-1,,-1,,
这个超级鸡腿堡一点都不超级，还不如更便宜的鲜蔬脆鸡堡。,-1,,-1,,
点了两个腿堡套餐，汉堡没问题，两份辣翅和鸡腿，不新鲜有一股味道，咬一口立马就吐了，鸡腿鸡翅我暂且先放着，这两天你们看到差评可以亲自来尝尝,-1,,-1,,
好好好灰常好真的好,1,,,,
辛苦小哥 餐还是不错的。,1,1,,,
薯条越来越少了……,-1,,-1,,
鸡腿挺大的，孩子喜欢好吃,1,,1,,
送货员专业 速度快效率高,1,1,,,
可以……………………,1,,,,
很德克士的口味，送货速度快，趁热才好吃,1,1,1,,
吃了很多次了 没怎么评过 总结下来的问题就是经常不联系顾客私自换餐 比如套餐里的某样东西不知道是没有了还是怎么的之类的 就给你换成其他的了而且促销的汉堡像剩的面包一咬直掉渣 希望改进,-1,-1,,,
手枪腿都炸焦了，很苦！其他的都还行！,-1,,-1,,
鸡腿煲一看就是剩的。#菠萝烟熏鸡肉卷#还不错，外面是手抓饼，里面菠萝沙拉#熏烤嫩鸡堡#还行，新鲜。#鸡柳蛋手卷#和#熏烤嫩鸡堡#差不多，就是多了个鸡蛋,-1,,-1,,
真的是服了！不能发照片，越做越差！要是在店里买的我就直接退货！恶心死我了！汉堡不包直接放盒子里，纸也不给！,-1,-1,,,
点的鱿鱼饭 但是没有了  想吃,-1,,-1,,
#咖喱脆皮鸡腿饭#量有点少但是味道棒,-1,,-1,,
咖喱弄得太难吃，配的小菜也不是新鲜的，其他有待进步\n,-1,,-1,,
汉堡是温的没有热气了都，不是下单后现做的，手枪鸡腿就是现做的，打开还是烫的，味道是没的说,-1,,-1,,
德克士的虾12元三只 虾炸黑了 咬不动 汉堡里的菜竟然是大白菜  鸡翅不知道什么时候的 里面都是黑黑的  哎 我都无语了,-1,,-1,,
#咖喱脆皮鸡腿饭#可以#南洋鸡肉卷#,1,,,,
妹子你要是喜欢我你就说。\n你说，你说，你说啊。\n真用不着一份薯条送我八个番茄酱。\n是蘸馍吃里是蘸馍吃里还是蘸馍吃里??????,-1,-1,,,
#咖喱脆皮鸡腿饭#味道很好，#超级鸡腿堡(原味)#包装简单，没有外面的那层纸膜#新脆皮炸鸡#图上是2个，实际只有一个鸡腿，可以看图片，总体还是可以的，最主要送外卖的帅哥很给力，送货很快，服务也很好??,-1,-1,,,
汉堡就是这样的标准吗？里面就一块鸡块，什么也没有，连一滴沙拉酱都没有，都没有...,-1,-1,,,
骑手服务很好整体不错,1,1,,,
说了少放冰，还是加了半杯冰，难道都不看备注吗？,-1,-1,,,
非常满意，干净整洁，速度快,1,1,,,1
一如既往地好，继续加油！,1,,,,
德克士点外**去店里买的便宜,1,,,,1
辛苦啦非常满意，孩子们喜欢,1,,,,
呵呵，呵呵，呵呵,-1,,,,
就是分量太少了，不过味道还行,-1,,-1,,
不赖，经常买，挺好吃的,1,,1,,
味道非常好，赞??,1,,1,,
天冷，感谢小哥的速度送餐,1,1,,,
不错非常好吃，非常棒,1,,1,,
味道好，送到准时,1,1,1,,
挺好的，经常买，好吃,1,,1,,
现在汉堡都不装盒子了吗？,-1,-1,,,
连锁店这么不细心。连番茄酱都忘了给。 薯条没有番茄酱怎么吃啊。 ,-1,-1,,,
第一次叫外卖，，超出想象，，,1,,,,
薯条就一点点是被谁吃了吗#咔滋薯霸（中）#,-1,-1,,,
我要的脆皮炸鸡，给我送来一个鸡腿！如果脆皮炸鸡没有可以电话告知下，商家自己换了鸡腿是不是太……,-1,-1,,,
送的倒是挺快，但是你们这热奶茶也太偷工减料了吧，兑了多少水啊，一点奶茶味都没有了，就这种信誉啊？真是服了,-1,,-1,,
东西好吃，快递给力。,1,1,,,
点的南洋鸡肉卷，给送南洋脆皮鸡肉卷，脆皮的有点辣，孩子很不开心，希望下次仔细看一下配送单,-1,,-1,,
没有黑胡椒和辣椒粉   差评,-1,,-1,,
可乐水太多了……,-1,,-1,,
好吃，就是太贵了,-1,,1,-1,
本来不想差评，觉得都不容易。送单的电话说着都找不到地方，我中午吃的也是德克士，小伙子送到非常顺利，电话都没打。晚上换了个女的电话说着还找不到，到了以后还赖歪歪的说难找。另外我备注里写的很明确炸鸡要鸡腿，还给我送了鸡块来，我想问问这是怎么回事？太差了,-1,-1,,,
美女送到的没的说,-1,-1,,,
超级好吃      ,1,,1,,
没听到电话响 小哥爬楼梯送上来的 满满的都是感动啊 好吃！,-1,-1,,,
还是很好吃呢！超级满意,1,,1,,
一直很好！！！！！！！！\n\n\n,1,,,,
一如既往的吃不饱,-1,,-1,,
不看时间吗？定的晚饭，中午就送到了。真差劲????????,-1,-1,,,
汉堡看着不大好，菠萝都挤出来了，颜色也不像刚切的菠萝，汉堡汁都沾到包装纸上了，鸡柳有点辣,-1,,-1,,
第一次外卖叫德克士，然后拿到就打开最喜欢的鸡肉卷，然后发现竟然是这种手抓饼卷的，惊呆了我了，赶紧看看塑料袋是不是德克士，怀疑是不是买错了?? 不过吃着味道很好的，鸡肉饭的汤都洒了，不是很开心。,-1,-1,1,,
让德克士退出高唐美团，它不适合在美团干。不送货到家，送的还慢，态度不好，垃圾,-1,-1,,,
包装配送不仔细，照烧汁全洒了！,-1,-1,,,
连续订餐，在这里，汉堡之类的，还是德克士好吃,1,,1,,
要的两份香鸡套餐孩子吃，拿了一份辣的，搞的孩子没吃开心,-1,,-1,,
好好好好好好好好,1,,,,
你套餐里面的汤呢,-1,-1,,,
咖喱饭好吃，米饭很好。赞,1,,1,,
??却没有给我番茄酱,-1,-1,,,
不是有个可乐吗怎么没有,-1,-1,,,
很好吃，味道很好,1,,1,,
